BUILDING.ID,pred_energy_cost_saving_ACOPT,pred_elec_cost_saving_ACOPT,pred_gas_cost_saving_ACOPT
420442879452,564751.4432145872,546587.751590717,18163.692472633702
425370889227,13945.96041300499,13708.194493433,237.7655820654809
425548839070,30814.655254432237,29955.317900615497,859.3370612330922
426607843742,326278.4054463271,315008.349248496,11270.05699184806
426738838446,25889.779426741166,25424.674502413,465.1043308562606
427094835618,309769.774473663,298481.31857308897,11288.457468429575
428158835557,10460.2352865284,10031.369047529899,428.86632298731115
429751923699,23539.00224756763,23090.956928168198,448.04481354996614
435172844277,288359.976989881,278262.68556683103,10097.29220660096
435226843421,414126.93460182037,400064.221391591,14062.714264567343
435482845065,332480.8751840737,321103.411031599,11377.464825635383
435518844653,328760.5461410748,317185.593085812,11574.954190002341
435955844002,418690.51530235854,404551.744074513,14138.772195099551
436323844287,607245.4384296406,587484.063991798,19761.376044811328
436341842530,450661.5161262126,435181.113327772,15480.404413427284
442593910721,11565.835641467302,11571.8932266418,-6.058138495255145
442871910523,10303.215002287752,10379.0855061982,-75.87109152527941
447446829420,22515.298452886862,21640.2080479268,875.0905238851019
447533873733,12172.27385106046,11869.989844385,302.2838395640021
447737802508,38780.18564086162,37482.6665387138,1297.5190289225995
450696884785,19720.28284384621,18937.9102450469,782.3727238789835
452171872920,415266.69630834064,400954.47079864703,14312.22689505729
454615845120,274449.615640976,264749.251300392,9700.365176351472
455197870572,24496.11671482701,24102.6760411861,393.44004910732855
460902830465,24595.23542886016,23591.483338626,1003.7522853791967
469241756568,15548.97991447075,15293.3045763492,255.67494922523053
472597746219,5143.056692563191,5142.45609893069,0.6003519874724355
474401845417,9374.367163767973,9021.16539408469,353.2018028995604
478641843437,33561.403859183425,32531.824634727203,1029.5790331753426
478907841613,17959.300806813597,17392.4918373342,566.808886419643
481217850636,19649.425591158324,19524.008897479398,125.41593630703258
481985840971,312327.2644228227,301362.36168400396,10964.903712148338
482022839527,382170.3656465997,368925.92077561904,13244.446108559176
482117741297,9644.41511320997,9654.67298776009,-10.258342957069374
482355839896,248687.9619045403,239832.077312802,8855.885374986985
482388842442,10621.6406279551,10408.176019045699,213.46439528784555
482490840118,556961.2616721633,538316.238951377,18645.024683762826
482677840429,506378.5934771546,489305.93956793,17072.655565338617
482791836625,279330.02816855634,269528.7780839,9801.250845611325
483130840965,566291.6142746953,547566.905915139,18724.710046540666
483672841146,1925860.61157276,1887792.22679611,38068.37899651581
483765841835,398706.3608103458,385254.63980514294,13451.721817067026
483789840364,673740.6192633946,652181.024934003,21559.596084643148
484289840584,339799.4713009461,327685.751897641,12113.720843376057
484411841271,547431.9462275457,529122.497423983,18309.450639916697
484837841207,395200.697780616,381576.693128035,13624.005882998052
484947840722,789020.2807765849,764749.6586666241,24270.623704531932
484957841994,874964.8361214277,848987.662581668,25977.174673407484
485091841660,1445410.265746538,1410250.43978284,35159.825019040785
